Order ID,Order Date,Ship Date,Customer Name,State,Region,Product Category,Sub-Category,Sales,Quantity,Discount,Profit,Delivery Time (Days),Month-Year
ORD102151,2022-03-31 15:00:00,2022-04-02 15:00:00,Elizabeth Martin,Bihar,West,Electronics,Chairs,430.15,3,0.02,283.23,2,2022-03
ORD102152,2022-03-31 16:00:00,2022-04-02 16:00:00,Erin Jones,West Bengal,East,Clothing,Tables,1452.83,3,0.09,174.35,2,2022-03
ORD102153,2022-03-31 17:00:00,2022-04-02 17:00:00,Amy Lambert,Uttar Pradesh,North,Toys,Board Games,1669.36,3,0.09,-60.08,2,2022-03
ORD102154,2022-03-31 18:00:00,2022-04-02 18:00:00,Sarah Henderson,Tamil Nadu,East,Furniture,Headphones,291.21,4,0.0,332.68,2,2022-03
ORD102155,2022-03-31 19:00:00,2022-04-02 19:00:00,Robert Ramirez,Bihar,West,Clothing,Headphones,555.76,6,0.0,357.95,2,2022-03
ORD102156,2022-03-31 20:00:00,2022-04-02 20:00:00,Cynthia Levine,Maharashtra,West,Furniture,Tables,369.75,5,0.1,429.4,2,2022-03
ORD102157,2022-03-31 21:00:00,2022-04-02 21:00:00,Dennis Mcgee,Delhi,North,Electronics,Board Games,761.09,8,0.22,224.38,2,2022-03
ORD102158,2022-03-31 22:00:00,2022-04-02 22:00:00,Eric Patrick,Maharashtra,South,Toys,Snacks,955.67,5,0.19,303.88,2,2022-03
ORD102159,2022-03-31 23:00:00,2022-04-02 23:00:00,Amanda Carrillo,Maharashtra,West,Clothing,Phones,1522.77,5,0.07,162.83,2,2022-03
ORD102160,2022-04-01 00:00:00,2022-04-03 00:00:00,Phyllis Martinez,Tamil Nadu,West,Clothing,T-Shirts,1337.18,2,0.18,91.35,2,2022-04
ORD102161,2022-04-01 01:00:00,2022-04-03 01:00:00,Karl Butler,Gujarat,East,Grocery,Chairs,1279.76,5,0.19,147.02,2,2022-04
ORD102162,2022-04-01 02:00:00,2022-04-03 02:00:00,Amanda Johnson,Karnataka,East,Grocery,Tables,769.51,7,0.16,447.05,2,2022-04
ORD102163,2022-04-01 03:00:00,2022-04-03 03:00:00,Patrick Payne,Tamil Nadu,West,Toys,Chairs,1698.75,2,0.16,-1.5,2,2022-04
ORD102164,2022-04-01 04:00:00,2022-04-03 04:00:00,Matthew Choi,West Bengal,West,Toys,Headphones,995.45,6,0.11,49.1,2,2022-04
ORD102165,2022-04-01 05:00:00,2022-04-03 05:00:00,Gabriel Gonzalez,Gujarat,West,Clothing,T-Shirts,1960.3,7,0.04,263.71,2,2022-04
ORD102166,2022-04-01 06:00:00,2022-04-03 06:00:00,Jason Rodriguez,Bihar,North,Toys,T-Shirts,1304.87,5,0.12,-30.23,2,2022-04
ORD102167,2022-04-01 07:00:00,2022-04-03 07:00:00,Carrie Phillips,Gujarat,South,Furniture,Headphones,339.9,9,0.1,435.12,2,2022-04
ORD102168,2022-04-01 08:00:00,2022-04-03 08:00:00,Anthony Melton,Bihar,North,Furniture,Tables,1384.74,4,0.18,-71.66,2,2022-04
ORD102169,2022-04-01 09:00:00,2022-04-03 09:00:00,Melissa Le,Delhi,North,Electronics,T-Shirts,717.7,1,0.26,353.19,2,2022-04
ORD102170,2022-04-01 10:00:00,2022-04-03 10:00:00,Robert Riggs,Karnataka,East,Furniture,Headphones,1404.02,8,0.11,124.24,2,2022-04
ORD102171,2022-04-01 11:00:00,2022-04-03 11:00:00,Cristina Bradford,Uttar Pradesh,North,Clothing,Headphones,232.32,8,0.21,-69.3,2,2022-04
ORD102172,2022-04-01 12:00:00,2022-04-03 12:00:00,Kimberly Taylor,Gujarat,North,Furniture,Headphones,432.27,7,0.24,405.76,2,2022-04
ORD102173,2022-04-01 13:00:00,2022-04-03 13:00:00,Laura Ramos,Karnataka,North,Furniture,Snacks,1725.9,8,0.06,284.28,2,2022-04
ORD102174,2022-04-01 14:00:00,2022-04-03 14:00:00,James Lee,Gujarat,North,Electronics,Phones,531.64,2,0.27,-94.68,2,2022-04
ORD102175,2022-04-01 15:00:00,2022-04-03 15:00:00,Stephen Brown,Gujarat,East,Electronics,Chairs,1690.38,3,0.02,60.52,2,2022-04
ORD102176,2022-04-01 16:00:00,2022-04-03 16:00:00,Laura Merritt,Uttar Pradesh,East,Electronics,T-Shirts,630.62,9,0.27,111.23,2,2022-04
ORD102177,2022-04-01 17:00:00,2022-04-03 17:00:00,Nina Clarke,Tamil Nadu,North,Furniture,Phones,1321.48,1,0.05,93.55,2,2022-04
ORD102178,2022-04-01 18:00:00,2022-04-03 18:00:00,Dr. Robert Baker,Delhi,South,Grocery,Tables,1418.89,8,0.1,199.01,2,2022-04
ORD102179,2022-04-01 19:00:00,2022-04-03 19:00:00,Mary Kim,West Bengal,East,Toys,Snacks,1074.04,8,0.18,216.08,2,2022-04
ORD102180,2022-04-01 20:00:00,2022-04-03 20:00:00,James Wallace,Karnataka,West,Clothing,Tables,680.09,7,0.27,138.05,2,2022-04
ORD102181,2022-04-01 21:00:00,2022-04-03 21:00:00,Jonathan Page,Tamil Nadu,South,Clothing,Board Games,504.02,5,0.08,99.06,2,2022-04
ORD102182,2022-04-01 22:00:00,2022-04-03 22:00:00,Tamara Black,Tamil Nadu,West,Electronics,Phones,163.06,4,0.23,202.65,2,2022-04
ORD102183,2022-04-01 23:00:00,2022-04-03 23:00:00,Richard Cooper,Delhi,North,Electronics,Tables,677.5,6,0.21,-79.83,2,2022-04
ORD102184,2022-04-02 00:00:00,2022-04-04 00:00:00,Dave Perkins,Gujarat,East,Toys,Headphones,1341.01,1,0.05,287.12,2,2022-04
ORD102185,2022-04-02 01:00:00,2022-04-04 01:00:00,Pamela Horton,Uttar Pradesh,South,Furniture,T-Shirts,1882.78,5,0.14,263.59,2,2022-04
ORD102186,2022-04-02 02:00:00,2022-04-04 02:00:00,Kelly Cochran,Gujarat,North,Electronics,Phones,1755.29,4,0.14,67.53,2,2022-04
ORD102187,2022-04-02 03:00:00,2022-04-04 03:00:00,Rita Vasquez,West Bengal,East,Grocery,Chairs,1555.52,4,0.09,7.71,2,2022-04
ORD102188,2022-04-02 04:00:00,2022-04-04 04:00:00,Kimberly Robinson,West Bengal,East,Furniture,T-Shirts,1598.05,7,0.23,-56.21,2,2022-04
ORD102189,2022-04-02 05:00:00,2022-04-04 05:00:00,Mr. Daniel Cox,Maharashtra,West,Toys,Board Games,1363.47,9,0.28,252.41,2,2022-04
ORD102190,2022-04-02 06:00:00,2022-04-04 06:00:00,Michael Thomas,Karnataka,West,Furniture,Chairs,594.55,8,0.21,241.34,2,2022-04
ORD102191,2022-04-02 07:00:00,2022-04-04 07:00:00,Amanda Rodgers,Gujarat,North,Grocery,Snacks,1823.67,8,0.29,219.99,2,2022-04
ORD102192,2022-04-02 08:00:00,2022-04-04 08:00:00,Zachary Williams,Uttar Pradesh,South,Toys,Snacks,1374.39,5,0.02,491.37,2,2022-04
ORD102193,2022-04-02 09:00:00,2022-04-04 09:00:00,Victoria Hardin,Maharashtra,South,Clothing,Headphones,1164.84,6,0.01,218.93,2,2022-04
ORD102194,2022-04-02 10:00:00,2022-04-04 10:00:00,Carolyn Elliott,Bihar,East,Grocery,Board Games,310.88,2,0.27,333.07,2,2022-04
ORD102195,2022-04-02 11:00:00,2022-04-04 11:00:00,Amanda Flores,Maharashtra,West,Grocery,Snacks,949.41,3,0.27,-32.25,2,2022-04
ORD102196,2022-04-02 12:00:00,2022-04-04 12:00:00,Tommy Mendez,Bihar,West,Grocery,T-Shirts,974.68,5,0.03,79.38,2,2022-04
ORD102197,2022-04-02 13:00:00,2022-04-04 13:00:00,Ronald Baker,Gujarat,South,Furniture,Tables,1742.67,2,0.11,65.27,2,2022-04
ORD102198,2022-04-02 14:00:00,2022-04-04 14:00:00,Christine Watts,Maharashtra,South,Clothing,Chairs,1138.63,3,0.25,245.59,2,2022-04
ORD102199,2022-04-02 15:00:00,2022-04-04 15:00:00,Mrs. Monica Parker,Delhi,East,Clothing,Board Games,822.76,4,0.04,98.49,2,2022-04
ORD102200,2022-04-02 16:00:00,2022-04-04 16:00:00,Jacob Holt,West Bengal,North,Furniture,Snacks,1955.92,6,0.08,284.64,2,2022-04
ORD102201,2022-04-02 17:00:00,2022-04-04 17:00:00,Charles Silva,West Bengal,East,Electronics,Phones,310.37,5,0.2,314.05,2,2022-04
ORD102202,2022-04-02 18:00:00,2022-04-04 18:00:00,Cameron Davis,Karnataka,North,Electronics,Headphones,902.84,4,0.29,-79.79,2,2022-04
ORD102203,2022-04-02 19:00:00,2022-04-04 19:00:00,Catherine Petty,Maharashtra,South,Clothing,Snacks,179.85,2,0.24,283.85,2,2022-04
ORD102204,2022-04-02 20:00:00,2022-04-04 20:00:00,Joe Moran,Gujarat,North,Furniture,Board Games,1505.82,5,0.23,-29.93,2,2022-04
ORD102205,2022-04-02 21:00:00,2022-04-04 21:00:00,Sherri Russell,Uttar Pradesh,West,Clothing,Chairs,1844.35,5,0.1,179.08,2,2022-04
ORD102206,2022-04-02 22:00:00,2022-04-04 22:00:00,Kendra Murphy,West Bengal,North,Furniture,Chairs,632.07,7,0.2,335.95,2,2022-04
ORD102207,2022-04-02 23:00:00,2022-04-04 23:00:00,Kimberly Smith,Delhi,North,Toys,Headphones,1730.85,1,0.03,322.01,2,2022-04
ORD102208,2022-04-03 00:00:00,2022-04-05 00:00:00,Kelsey Hood,Tamil Nadu,South,Clothing,T-Shirts,655.21,4,0.3,79.89,2,2022-04
ORD102209,2022-04-03 01:00:00,2022-04-05 01:00:00,Antonio Hunter,Gujarat,South,Furniture,Snacks,1830.46,5,0.14,63.42,2,2022-04
ORD102210,2022-04-03 02:00:00,2022-04-05 02:00:00,Mr. Jose Thornton,Gujarat,North,Clothing,Headphones,1532.53,8,0.19,164.14,2,2022-04
ORD102211,2022-04-03 03:00:00,2022-04-05 03:00:00,Keith Long,Maharashtra,North,Clothing,Board Games,1629.32,8,0.26,13.2,2,2022-04
ORD102212,2022-04-03 04:00:00,2022-04-05 04:00:00,Katie Cooper,Gujarat,West,Clothing,Tables,134.21,1,0.0,484.82,2,2022-04
ORD102213,2022-04-03 05:00:00,2022-04-05 05:00:00,William Garcia,Delhi,South,Furniture,Tables,1929.34,5,0.29,106.95,2,2022-04
ORD102214,2022-04-03 06:00:00,2022-04-05 06:00:00,Linda Beck,Bihar,West,Grocery,Board Games,1480.67,1,0.11,453.8,2,2022-04
ORD102215,2022-04-03 07:00:00,2022-04-05 07:00:00,Colleen Reeves,Karnataka,North,Clothing,Snacks,679.03,1,0.1,444.96,2,2022-04
ORD102216,2022-04-03 08:00:00,2022-04-05 08:00:00,Christopher Steele,Tamil Nadu,West,Furniture,Board Games,1675.85,2,0.04,118.91,2,2022-04
ORD102217,2022-04-03 09:00:00,2022-04-05 09:00:00,Angela Gillespie,Delhi,East,Furniture,Snacks,634.89,2,0.26,52.45,2,2022-04
ORD102218,2022-04-03 10:00:00,2022-04-05 10:00:00,Donna Jones,Tamil Nadu,West,Clothing,Tables,1758.23,9,0.26,362.5,2,2022-04
ORD102219,2022-04-03 11:00:00,2022-04-05 11:00:00,Brianna Morton,West Bengal,South,Toys,Board Games,313.9,4,0.01,37.63,2,2022-04
ORD102220,2022-04-03 12:00:00,2022-04-05 12:00:00,Michelle Thompson,Delhi,South,Toys,Board Games,1437.0,3,0.02,212.75,2,2022-04
ORD102221,2022-04-03 13:00:00,2022-04-05 13:00:00,Gregory Turner,Gujarat,East,Grocery,Snacks,1127.33,1,0.28,-33.59,2,2022-04
ORD102222,2022-04-03 14:00:00,2022-04-05 14:00:00,Paul Graham,Gujarat,East,Clothing,T-Shirts,283.42,2,0.04,131.56,2,2022-04
ORD102223,2022-04-03 15:00:00,2022-04-05 15:00:00,Austin Bartlett,Bihar,East,Electronics,Headphones,559.6,6,0.19,-53.11,2,2022-04
ORD102224,2022-04-03 16:00:00,2022-04-05 16:00:00,Thomas Stewart,Karnataka,South,Grocery,Tables,123.57,9,0.19,70.06,2,2022-04
ORD102225,2022-04-03 17:00:00,2022-04-05 17:00:00,Steve Gray,Karnataka,North,Grocery,T-Shirts,990.66,5,0.26,299.18,2,2022-04
ORD102226,2022-04-03 18:00:00,2022-04-05 18:00:00,Matthew Davis,Karnataka,West,Toys,Tables,672.4,4,0.17,494.78,2,2022-04
ORD102227,2022-04-03 19:00:00,2022-04-05 19:00:00,John Little,Delhi,North,Toys,Snacks,1236.88,5,0.13,52.88,2,2022-04
ORD102228,2022-04-03 20:00:00,2022-04-05 20:00:00,Raymond Hodges,Gujarat,North,Grocery,Chairs,664.75,9,0.29,183.99,2,2022-04
ORD102229,2022-04-03 21:00:00,2022-04-05 21:00:00,Michael Walsh,Bihar,West,Toys,Tables,669.85,7,0.07,168.83,2,2022-04
ORD102230,2022-04-03 22:00:00,2022-04-05 22:00:00,Juan Allison,Uttar Pradesh,West,Clothing,Chairs,1512.07,8,0.08,10.49,2,2022-04
ORD102231,2022-04-03 23:00:00,2022-04-05 23:00:00,Russell Obrien MD,Delhi,West,Electronics,Headphones,191.47,4,0.03,266.04,2,2022-04
ORD102232,2022-04-04 00:00:00,2022-04-06 00:00:00,Kristi Bennett,Delhi,North,Electronics,Tables,1815.5,8,0.29,334.82,2,2022-04
ORD102233,2022-04-04 01:00:00,2022-04-06 01:00:00,Shannon Wright,Bihar,West,Electronics,Chairs,1719.3,6,0.21,-11.67,2,2022-04
ORD102234,2022-04-04 02:00:00,2022-04-06 02:00:00,Kelly Hardy,Uttar Pradesh,East,Clothing,Headphones,1368.83,5,0.0,354.27,2,2022-04
ORD102235,2022-04-04 03:00:00,2022-04-06 03:00:00,James Boyle,Gujarat,South,Furniture,Tables,1227.12,7,0.21,320.1,2,2022-04
ORD102236,2022-04-04 04:00:00,2022-04-06 04:00:00,Shirley Hurst,West Bengal,South,Furniture,Headphones,1795.37,6,0.12,18.41,2,2022-04
ORD102237,2022-04-04 05:00:00,2022-04-06 05:00:00,Taylor Davis,Delhi,West,Grocery,Board Games,452.13,3,0.29,289.37,2,2022-04
ORD102238,2022-04-04 06:00:00,2022-04-06 06:00:00,Daniel Flores,Gujarat,West,Clothing,Snacks,250.04,5,0.08,136.2,2,2022-04
ORD102239,2022-04-04 07:00:00,2022-04-06 07:00:00,Tony Mendoza,Delhi,South,Electronics,Headphones,555.07,9,0.21,308.68,2,2022-04
ORD102240,2022-04-04 08:00:00,2022-04-06 08:00:00,Rebecca Hicks,Maharashtra,East,Toys,T-Shirts,1609.7,7,0.19,197.66,2,2022-04
ORD102241,2022-04-04 09:00:00,2022-04-06 09:00:00,Lawrence Carter,West Bengal,West,Electronics,Tables,165.87,4,0.0,-71.12,2,2022-04
ORD102242,2022-04-04 10:00:00,2022-04-06 10:00:00,Stephen Logan,West Bengal,South,Furniture,Headphones,1207.33,7,0.27,372.18,2,2022-04
ORD102243,2022-04-04 11:00:00,2022-04-06 11:00:00,Zachary Andrews,Delhi,North,Toys,Board Games,1991.33,5,0.04,233.36,2,2022-04
ORD102244,2022-04-04 12:00:00,2022-04-06 12:00:00,Tamara Mullen,Karnataka,South,Toys,Tables,1725.82,2,0.2,334.88,2,2022-04
ORD102245,2022-04-04 13:00:00,2022-04-06 13:00:00,Chad Estrada,West Bengal,East,Electronics,Snacks,1090.75,6,0.23,-24.36,2,2022-04
ORD102246,2022-04-04 14:00:00,2022-04-06 14:00:00,Christina Blake,Delhi,East,Toys,Chairs,220.92,7,0.19,332.76,2,2022-04
ORD102247,2022-04-04 15:00:00,2022-04-06 15:00:00,Jared Dunn,Tamil Nadu,South,Grocery,Headphones,1679.61,8,0.03,148.2,2,2022-04
ORD102248,2022-04-04 16:00:00,2022-04-06 16:00:00,Heather Martinez,Tamil Nadu,South,Grocery,Snacks,1238.06,6,0.29,379.56,2,2022-04
ORD102249,2022-04-04 17:00:00,2022-04-06 17:00:00,Laura Miller,Uttar Pradesh,South,Clothing,Snacks,318.37,8,0.07,259.5,2,2022-04
ORD102250,2022-04-04 18:00:00,2022-04-06 18:00:00,Susan Flores,Karnataka,East,Clothing,Headphones,278.33,7,0.19,112.94,2,2022-04
ORD102251,2022-04-04 19:00:00,2022-04-06 19:00:00,Justin Barron,Gujarat,West,Electronics,Board Games,1828.29,2,0.24,21.15,2,2022-04
ORD102252,2022-04-04 20:00:00,2022-04-06 20:00:00,Veronica Fitzgerald,West Bengal,South,Electronics,T-Shirts,1371.48,6,0.28,389.55,2,2022-04
ORD102253,2022-04-04 21:00:00,2022-04-06 21:00:00,Charles Duncan,Tamil Nadu,North,Furniture,Snacks,1675.64,9,0.18,236.12,2,2022-04
ORD102254,2022-04-04 22:00:00,2022-04-06 22:00:00,Samantha Price,Uttar Pradesh,South,Clothing,Tables,1770.06,6,0.08,492.48,2,2022-04
ORD102255,2022-04-04 23:00:00,2022-04-06 23:00:00,Rachel Hayes,Bihar,West,Electronics,Board Games,1186.37,4,0.25,124.09,2,2022-04
ORD102256,2022-04-05 00:00:00,2022-04-07 00:00:00,Tiffany Smith,Gujarat,West,Clothing,Chairs,1083.15,7,0.05,311.43,2,2022-04
ORD102257,2022-04-05 01:00:00,2022-04-07 01:00:00,Sean Mclean,Karnataka,North,Grocery,Headphones,917.81,3,0.01,273.69,2,2022-04
ORD102258,2022-04-05 02:00:00,2022-04-07 02:00:00,Elizabeth Booker,Uttar Pradesh,South,Furniture,Tables,702.2,5,0.27,282.55,2,2022-04
ORD102259,2022-04-05 03:00:00,2022-04-07 03:00:00,Nicholas Hines,Gujarat,East,Electronics,Phones,925.73,1,0.17,342.19,2,2022-04
ORD102260,2022-04-05 04:00:00,2022-04-07 04:00:00,Angela French,Uttar Pradesh,West,Furniture,Snacks,1570.37,3,0.02,-16.54,2,2022-04
ORD102261,2022-04-05 05:00:00,2022-04-07 05:00:00,Jason Gomez,Karnataka,South,Electronics,T-Shirts,1243.65,8,0.17,229.79,2,2022-04
ORD102262,2022-04-05 06:00:00,2022-04-07 06:00:00,Joshua Smith,Delhi,South,Toys,Tables,1795.79,9,0.04,205.48,2,2022-04
ORD102263,2022-04-05 07:00:00,2022-04-07 07:00:00,John Smith,Bihar,West,Toys,Snacks,942.42,9,0.01,105.52,2,2022-04
ORD102264,2022-04-05 08:00:00,2022-04-07 08:00:00,Melanie Moreno,Uttar Pradesh,South,Clothing,Chairs,1253.47,2,0.03,161.69,2,2022-04
ORD102265,2022-04-05 09:00:00,2022-04-07 09:00:00,Nicholas Lee,Tamil Nadu,South,Electronics,Headphones,1299.48,4,0.23,211.29,2,2022-04
ORD102266,2022-04-05 10:00:00,2022-04-07 10:00:00,Cassandra Bell,Delhi,North,Electronics,T-Shirts,1224.22,5,0.23,92.55,2,2022-04
ORD102267,2022-04-05 11:00:00,2022-04-07 11:00:00,Ronald Lawson,Bihar,South,Clothing,Tables,1435.0,3,0.18,75.9,2,2022-04
ORD102268,2022-04-05 12:00:00,2022-04-07 12:00:00,Austin Valdez,Tamil Nadu,East,Toys,Phones,551.12,1,0.06,342.96,2,2022-04
ORD102269,2022-04-05 13:00:00,2022-04-07 13:00:00,Taylor Nelson,Delhi,East,Electronics,T-Shirts,1073.49,6,0.22,-59.85,2,2022-04
ORD102270,2022-04-05 14:00:00,2022-04-07 14:00:00,James Smith,Bihar,East,Clothing,Board Games,298.03,2,0.12,87.78,2,2022-04
ORD102271,2022-04-05 15:00:00,2022-04-07 15:00:00,John Wong,Karnataka,North,Grocery,Snacks,830.57,9,0.15,292.23,2,2022-04
ORD102272,2022-04-05 16:00:00,2022-04-07 16:00:00,Marie Patel,Gujarat,East,Furniture,T-Shirts,1026.57,1,0.27,25.26,2,2022-04
ORD102273,2022-04-05 17:00:00,2022-04-07 17:00:00,Leah Taylor,Tamil Nadu,West,Furniture,Phones,1339.23,9,0.14,243.36,2,2022-04
ORD102274,2022-04-05 18:00:00,2022-04-07 18:00:00,Michael Mendoza,Bihar,North,Toys,Chairs,1906.01,7,0.19,81.3,2,2022-04
ORD102275,2022-04-05 19:00:00,2022-04-07 19:00:00,Kathryn Stone,Gujarat,South,Furniture,Snacks,1241.24,2,0.29,405.98,2,2022-04
ORD102276,2022-04-05 20:00:00,2022-04-07 20:00:00,Nicholas Mckinney,Maharashtra,West,Electronics,Snacks,1512.83,6,0.14,109.99,2,2022-04
ORD102277,2022-04-05 21:00:00,2022-04-07 21:00:00,Charles Sanders,West Bengal,West,Clothing,Snacks,1061.91,8,0.17,37.71,2,2022-04
ORD102278,2022-04-05 22:00:00,2022-04-07 22:00:00,Sarah Stephens,Tamil Nadu,East,Grocery,Snacks,1304.8,2,0.18,218.06,2,2022-04
ORD102279,2022-04-05 23:00:00,2022-04-07 23:00:00,Robert Armstrong,Bihar,West,Electronics,Board Games,234.77,5,0.07,-18.6,2,2022-04
ORD102280,2022-04-06 00:00:00,2022-04-08 00:00:00,Robert Graham,Karnataka,North,Grocery,Snacks,583.34,6,0.22,378.49,2,2022-04
ORD102281,2022-04-06 01:00:00,2022-04-08 01:00:00,Jennifer Craig,Uttar Pradesh,West,Toys,Board Games,787.52,3,0.22,308.02,2,2022-04
ORD102282,2022-04-06 02:00:00,2022-04-08 02:00:00,Shaun Mayer,Maharashtra,North,Clothing,Board Games,997.74,2,0.06,362.31,2,2022-04
ORD102283,2022-04-06 03:00:00,2022-04-08 03:00:00,Charles Giles,Uttar Pradesh,North,Electronics,Phones,186.73,6,0.0,139.33,2,2022-04
ORD102284,2022-04-06 04:00:00,2022-04-08 04:00:00,Felicia Huynh,Bihar,North,Clothing,Phones,366.05,3,0.3,401.0,2,2022-04
ORD102285,2022-04-06 05:00:00,2022-04-08 05:00:00,David Hernandez,West Bengal,South,Electronics,Board Games,625.95,2,0.17,196.13,2,2022-04
ORD102286,2022-04-06 06:00:00,2022-04-08 06:00:00,Heather Garcia,Uttar Pradesh,North,Toys,T-Shirts,1945.91,1,0.05,-43.18,2,2022-04
ORD102287,2022-04-06 07:00:00,2022-04-08 07:00:00,Antonio Hurley,Maharashtra,South,Toys,T-Shirts,729.56,8,0.09,34.42,2,2022-04
ORD102288,2022-04-06 08:00:00,2022-04-08 08:00:00,Nichole Meyer,Bihar,East,Furniture,Snacks,1015.88,1,0.19,326.63,2,2022-04
ORD102289,2022-04-06 09:00:00,2022-04-08 09:00:00,Ryan Rodriguez,Tamil Nadu,West,Grocery,Headphones,472.59,5,0.04,437.85,2,2022-04
ORD102290,2022-04-06 10:00:00,2022-04-08 10:00:00,John Sanchez,Karnataka,South,Clothing,Headphones,1260.48,6,0.01,-42.89,2,2022-04
ORD102291,2022-04-06 11:00:00,2022-04-08 11:00:00,Chelsea Jones,Delhi,South,Clothing,Phones,633.3,3,0.24,418.53,2,2022-04
ORD102292,2022-04-06 12:00:00,2022-04-08 12:00:00,Lawrence Taylor,Uttar Pradesh,South,Electronics,Chairs,493.29,7,0.21,379.44,2,2022-04
ORD102293,2022-04-06 13:00:00,2022-04-08 13:00:00,Derek Miller,Delhi,North,Grocery,Headphones,1081.49,2,0.09,113.94,2,2022-04
ORD102294,2022-04-06 14:00:00,2022-04-08 14:00:00,Jonathan Shields,Maharashtra,West,Toys,Board Games,110.46,7,0.02,313.57,2,2022-04
ORD102295,2022-04-06 15:00:00,2022-04-08 15:00:00,Shannon Shaffer,West Bengal,North,Toys,Chairs,114.56,2,0.15,12.17,2,2022-04
ORD102296,2022-04-06 16:00:00,2022-04-08 16:00:00,John Robinson,Maharashtra,North,Toys,T-Shirts,516.23,5,0.08,388.04,2,2022-04
ORD102297,2022-04-06 17:00:00,2022-04-08 17:00:00,Marie Jackson,Uttar Pradesh,East,Clothing,Headphones,169.77,7,0.12,294.4,2,2022-04
ORD102298,2022-04-06 18:00:00,2022-04-08 18:00:00,James Noble,Gujarat,West,Electronics,Tables,305.25,3,0.08,163.3,2,2022-04
ORD102299,2022-04-06 19:00:00,2022-04-08 19:00:00,Wanda King,Tamil Nadu,North,Furniture,Snacks,743.84,4,0.05,418.71,2,2022-04
ORD102300,2022-04-06 20:00:00,2022-04-08 20:00:00,Anthony Alexander,Tamil Nadu,West,Grocery,Headphones,1624.91,1,0.12,-16.46,2,2022-04
ORD102301,2022-04-06 21:00:00,2022-04-08 21:00:00,Justin Hoffman,Maharashtra,East,Grocery,Board Games,1186.89,3,0.29,407.47,2,2022-04
ORD102302,2022-04-06 22:00:00,2022-04-08 22:00:00,Joshua Rowe,West Bengal,South,Electronics,Tables,1074.07,9,0.08,-85.67,2,2022-04
ORD102303,2022-04-06 23:00:00,2022-04-08 23:00:00,Trevor Carlson,Karnataka,East,Furniture,Snacks,657.63,5,0.1,351.92,2,2022-04
ORD102304,2022-04-07 00:00:00,2022-04-09 00:00:00,Gary Duke,Delhi,North,Furniture,Headphones,1870.33,8,0.1,244.02,2,2022-04
ORD102305,2022-04-07 01:00:00,2022-04-09 01:00:00,Elizabeth Fernandez,Maharashtra,North,Toys,Headphones,854.33,2,0.14,318.03,2,2022-04
ORD102306,2022-04-07 02:00:00,2022-04-09 02:00:00,Anne Green,Maharashtra,South,Furniture,Phones,265.48,3,0.25,147.41,2,2022-04
ORD102307,2022-04-07 03:00:00,2022-04-09 03:00:00,Bailey Henry,Uttar Pradesh,West,Toys,Board Games,1272.43,7,0.12,418.66,2,2022-04
ORD102308,2022-04-07 04:00:00,2022-04-09 04:00:00,Alan Wallace,Delhi,North,Clothing,Phones,316.29,4,0.24,87.89,2,2022-04
ORD102309,2022-04-07 05:00:00,2022-04-09 05:00:00,Nicolas Graham,Bihar,North,Furniture,T-Shirts,755.92,9,0.03,64.97,2,2022-04
ORD102310,2022-04-07 06:00:00,2022-04-09 06:00:00,John Smith,Delhi,East,Furniture,Chairs,1064.08,7,0.27,81.05,2,2022-04
ORD102311,2022-04-07 07:00:00,2022-04-09 07:00:00,Matthew Gutierrez,Gujarat,West,Grocery,Board Games,1761.02,1,0.06,364.62,2,2022-04
ORD102312,2022-04-07 08:00:00,2022-04-09 08:00:00,Ronald Kelly,Bihar,West,Toys,Tables,1037.74,4,0.01,197.18,2,2022-04
ORD102313,2022-04-07 09:00:00,2022-04-09 09:00:00,Jeremy Avery,Delhi,West,Toys,Snacks,1434.29,6,0.05,222.25,2,2022-04
ORD102314,2022-04-07 10:00:00,2022-04-09 10:00:00,Ricky Meyers,Gujarat,East,Clothing,Chairs,1986.35,6,0.06,398.99,2,2022-04
ORD102315,2022-04-07 11:00:00,2022-04-09 11:00:00,Lisa Cunningham,Maharashtra,South,Grocery,T-Shirts,349.83,6,0.15,400.02,2,2022-04
ORD102316,2022-04-07 12:00:00,2022-04-09 12:00:00,Ryan Rodriguez,Karnataka,East,Toys,Tables,621.99,5,0.13,-2.96,2,2022-04
ORD102317,2022-04-07 13:00:00,2022-04-09 13:00:00,Michelle Ramirez,West Bengal,West,Grocery,Chairs,849.69,3,0.21,229.86,2,2022-04
ORD102318,2022-04-07 14:00:00,2022-04-09 14:00:00,Karla Lester,Maharashtra,South,Furniture,T-Shirts,901.47,2,0.02,-24.39,2,2022-04
ORD102319,2022-04-07 15:00:00,2022-04-09 15:00:00,Michelle Mckee,Uttar Pradesh,North,Electronics,Headphones,880.94,3,0.15,421.12,2,2022-04
ORD102320,2022-04-07 16:00:00,2022-04-09 16:00:00,Christina Campbell,Uttar Pradesh,North,Furniture,T-Shirts,1824.46,9,0.1,402.2,2,2022-04
ORD102321,2022-04-07 17:00:00,2022-04-09 17:00:00,Stanley Fisher,Tamil Nadu,North,Toys,Snacks,1456.66,3,0.19,409.61,2,2022-04
ORD102322,2022-04-07 18:00:00,2022-04-09 18:00:00,Marie Franklin,West Bengal,South,Grocery,Chairs,1255.02,3,0.01,322.92,2,2022-04
